feature_name,event_name,aggregation_type,aggregation_field,price_per_unit,updated_price_per_unit,cost_sheet
deep-seek-modeling-cacheCreationInputTokens,deep-seek-modeling,SUM,cacheCreationInputTokens,0.000000000000000,0.00000027,
deep-seek-modeling-cachedPromptTokens,deep-seek-modeling,SUM,cachedPromptTokens,0.000000000000000,0.00000007,
deep-seek-modeling-cacheReadInputTokens,deep-seek-modeling,SUM,cacheReadInputTokens,0.000000000000000,0.00000007,
deep-seek-modeling-completionTokens,deep-seek-modeling,SUM,completionTokens,0.000000000000000,0.0000011,
deep-seek-modeling-promptTokens,deep-seek-modeling,SUM,promptTokens,0.000000000000000,0.00000027,
elevenlabs-transcriber-v0,elevenlabs-synthesizer,SUM,billable_value,0.000000000000000,0.000000111667,
google-knowledge-base-gemini-2.0-flash-cacheCreationInputTokens,google-knowledge-base-gemini-2.0-flash,SUM,cacheCreationInputTokens,0.000000000000000,0.0000000375,0.000000033750000
google-knowledge-base-gemini-2.0-flash-cachedPromptTokens,google-knowledge-base-gemini-2.0-flash,SUM,cachedPromptTokens,0.000000000000000,0.0000000375,0.000000033750000
google-knowledge-base-gemini-2.0-flash-cacheReadInputTokens,google-knowledge-base-gemini-2.0-flash,SUM,cacheReadInputTokens,0.000000000000000,0.0000000375,0.000000033750000
google-knowledge-base-gemini-2.0-flash-lite-cacheCreationInputTokens,google-knowledge-base-gemini-2.0-flash-lite,SUM,cacheCreationInputTokens,0.000000000000000,0.00000001875,0.000000016875000
google-knowledge-base-gemini-2.0-flash-lite-cachedPromptTokens,google-knowledge-base-gemini-2.0-flash-lite,SUM,cachedPromptTokens,0.000000000000000,0.00000001875,0.000000016875000
google-knowledge-base-gemini-2.0-flash-lite-cacheReadInputTokens,google-knowledge-base-gemini-2.0-flash-lite,SUM,cacheReadInputTokens,0.000000000000000,0.00000001875,0.000000016875000
google-transcriber-gemini-1.5-flash-completionTokens,google-transcriber-gemini-1.5-flash,SUM,completionTokens,0.000000000000000,0.0000003,
google-transcriber-gemini-1.5-flash-promptTokens,google-transcriber-gemini-1.5-flash,SUM,promptTokens,0.000000000000000,0.000000075,
google-transcriber-gemini-1.5-pro-completionTokens,google-transcriber-gemini-1.5-pro,SUM,completionTokens,0.000000000000000,0.000005,
google-transcriber-gemini-1.5-pro-promptTokens,google-transcriber-gemini-1.5-pro,SUM,promptTokens,0.000000000000000,0.00000125,
google-transcriber-gemini-2.0-flash-completionTokens,google-transcriber-gemini-2.0-flash,SUM,completionTokens,0.000000000000000,0.0000004,0.000000360000000
google-transcriber-gemini-2.0-flash-lite-completionTokens,google-transcriber-gemini-2.0-flash-lite,SUM,completionTokens,0.000000000000000,0.0000003,0.000000270000000
google-transcriber-gemini-2.0-flash-lite-promptTokens,google-transcriber-gemini-2.0-flash-lite,SUM,promptTokens,0.000000000000000,0.000000075,0.000000067500000
google-transcriber-gemini-2.0-flash-promptTokens,google-transcriber-gemini-2.0-flash,SUM,promptTokens,0.000000000000000,0.0000001,0.000000090000000
google-transcriber-gemini-2.5-flash-completionTokens,google-transcriber-gemini-2.5-flash,SUM,completionTokens,0.000000000000000,0.0000025,0.000002250000000
google-transcriber-gemini-2.5-flash-promptTokens,google-transcriber-gemini-2.5-flash,SUM,promptTokens,0.000000000000000,0.0000003,0.000000270000000
google-transcriber-gemini-2.5-pro-completionTokens,google-transcriber-gemini-2.5-pro,SUM,completionTokens,0.000000000000000,0.00001,0.000009000000000
google-transcriber-gemini-2.5-pro-promptTokens,google-transcriber-gemini-2.5-pro,SUM,promptTokens,0.000000000000000,0.00000125,0.000001125000000
google-transcriber-gemini-3-flash-preview-completionTokens,google-transcriber-gemini-3-flash-preview,SUM,completionTokens,0.000000000000000,0.000003,0.000002850000000
google-transcriber-gemini-3-flash-preview-promptTokens,google-transcriber-gemini-3-flash-preview,SUM,promptTokens,0.000000000000000,0.0000005,0.000000475000000
groq-modeling-cacheCreationInputTokens,groq-modeling,SUM,cacheCreationInputTokens,0.000000000000000,0.00000059,
groq-modeling-cachedPromptTokens,groq-modeling,SUM,cachedPromptTokens,0.000000000000000,0.00000059,
groq-modeling-cacheReadInputTokens,groq-modeling,SUM,cacheReadInputTokens,0.000000000000000,0.00000059,
groq-modeling-completionTokens,groq-modeling,SUM,completionTokens,0.000000000000000,0.00000079,
groq-modeling-promptTokens,groq-modeling,SUM,promptTokens,0.000000000000000,0.00000059,
inflection-ai-modeling-cacheCreationInputTokens,inflection-ai-modeling,SUM,cacheCreationInputTokens,0.000000000000000,0.0000025,
inflection-ai-modeling-cachedPromptTokens,inflection-ai-modeling,SUM,cachedPromptTokens,0.000000000000000,0.0000025,
inflection-ai-modeling-cacheReadInputTokens,inflection-ai-modeling,SUM,cacheReadInputTokens,0.000000000000000,0.0000025,
inflection-ai-modeling-completionTokens,inflection-ai-modeling,SUM,completionTokens,0.000000000000000,0.00001,
inflection-ai-modeling-promptTokens,inflection-ai-modeling,SUM,promptTokens,0.000000000000000,0.0000025,
mistral-modeling-cacheCreationInputTokens,mistral-modeling,SUM,cacheCreationInputTokens,0.000000000000000,0.000002,
mistral-modeling-cachedPromptTokens,mistral-modeling,SUM,cachedPromptTokens,0.000000000000000,0.000002,
mistral-modeling-cacheReadInputTokens,mistral-modeling,SUM,cacheReadInputTokens,0.000000000000000,0.000002,
mistral-modeling-completionTokens,mistral-modeling,SUM,completionTokens,0.000000000000000,0.000006,
mistral-modeling-promptTokens,mistral-modeling,SUM,promptTokens,0.000000000000000,0.000002,
openai-modeling-cacheCreationInputTokens,openai-modeling,SUM,cacheCreationInputTokens,0.000000000000000,0.0000025,0.000002350000000
openai-modeling-cachedPromptTokens,openai-modeling,SUM,cachedPromptTokens,0.000000000000000,0.00000125,0.000001175000000
openai-modeling-cacheReadInputTokens,openai-modeling,SUM,cacheReadInputTokens,0.000000000000000,0.00000125,0.000001175000000
openai-modeling-completion-cacheCreationInputTokens,openai-modeling-completion,SUM,cacheCreationInputTokens,0.000000000000000,0.0000025,0.000002350000000
openai-modeling-completion-cachedPromptTokens,openai-modeling-completion,SUM,cachedPromptTokens,0.000000000000000,0.00000125,0.000001175000000
openai-modeling-completion-cacheReadInputTokens,openai-modeling-completion,SUM,cacheReadInputTokens,0.000000000000000,0.00000125,0.000001175000000
openai-modeling-completion-completionTokens,openai-modeling-completion,SUM,completionTokens,0.000000000000000,0.00001,0.000009400000000
openai-modeling-completion-gpt-4o-audio-preview-cachedPromptTokens,openai-modeling-completion-gpt-4o-audio-preview,SUM,cachedPromptTokens,0.000000000000000,0.00000125,0.000001175000000
openai-modeling-completion-gpt-4o-audio-preview-cacheReadInputTokens,openai-modeling-completion-gpt-4o-audio-preview,SUM,cacheReadInputTokens,0.000000000000000,0.00000125,0.000001175000000
openai-modeling-completion-promptTokens,openai-modeling-completion,SUM,promptTokens,0.000000000000000,0.0000025,0.000002350000000
openai-modeling-completionTokens,openai-modeling,SUM,completionTokens,0.000000000000000,0.00001,0.000009400000000
openai-modeling-gpt-4o-audio-preview-cachedPromptTokens,openai-modeling-gpt-4o-audio-preview,SUM,cachedPromptTokens,0.000000000000000,0.00000125,0.000001175000000
openai-modeling-gpt-4o-audio-preview-cacheReadInputTokens,openai-modeling-gpt-4o-audio-preview,SUM,cacheReadInputTokens,0.000000000000000,0.00000125,0.000001175000000
openai-modeling-promptTokens,openai-modeling,SUM,promptTokens,0.000000000000000,0.0000025,0.000002350000000
openai-voicemail-detection-gpt-4o-audio-preview-cachedPromptTokens,openai-voicemail-detection-gpt-4o-audio-preview,SUM,cachedPromptTokens,0.000000000000000,0.00000125,0.000001175000000
openai-voicemail-detection-gpt-4o-audio-preview-cacheReadInputTokens,openai-voicemail-detection-gpt-4o-audio-preview,SUM,cacheReadInputTokens,0.000000000000000,0.00000125,0.000001175000000
openrouter-modeling-cacheCreationInputTokens,openrouter-modeling,SUM,cacheCreationInputTokens,0.000000000000000,0.0000025,
openrouter-modeling-cachedPromptTokens,openrouter-modeling,SUM,cachedPromptTokens,0.000000000000000,0.00000125,
openrouter-modeling-cacheReadInputTokens,openrouter-modeling,SUM,cacheReadInputTokens,0.000000000000000,0.00000125,
openrouter-modeling-completionTokens,openrouter-modeling,SUM,completionTokens,0.000000000000000,0.00001,
openrouter-modeling-promptTokens,openrouter-modeling,SUM,promptTokens,0.000000000000000,0.0000025,
orpheus-synthesizer,orpheus-synthesizer,SUM,numCharacters,0.000000000000000,0.000022,
orpheus-transcriber-v0,orpheus-synthesizer,SUM,billable_value,0.000000000000000,0.0000000416667,
perplexity-ai-modeling-cacheCreationInputTokens,perplexity-ai-modeling,SUM,cacheCreationInputTokens,0.000000000000000,0.000003,
perplexity-ai-modeling-cachedPromptTokens,perplexity-ai-modeling,SUM,cachedPromptTokens,0.000000000000000,0.000003,
perplexity-ai-modeling-cacheReadInputTokens,perplexity-ai-modeling,SUM,cacheReadInputTokens,0.000000000000000,0.000003,
perplexity-ai-modeling-completionTokens,perplexity-ai-modeling,SUM,completionTokens,0.000000000000000,0.000015,
perplexity-ai-modeling-promptTokens,perplexity-ai-modeling,SUM,promptTokens,0.000000000000000,0.000003,
playht-synthesizer-playdialog,playht-synthesizer-playdialog,SUM,billable_value,0.000000000000000,0.00009,
sesame-synthesizer,sesame-synthesizer,SUM,billable_value,0.000000000000000,0.00000166667,
soniox-transcriber,soniox-transcriber,SUM,billable_value,0.000000000000000,0.000000033,
talkscriber-transcriber,talkscriber-transcriber,SUM,billable_value,0.000000000000000,0.000000183333,
together-ai-modeling-cacheCreationInputTokens,together-ai-modeling,SUM,cacheCreationInputTokens,0.000000000000000,0.00000088,
together-ai-modeling-cachedPromptTokens,together-ai-modeling,SUM,cachedPromptTokens,0.000000000000000,0.00000088,
together-ai-modeling-cacheReadInputTokens,together-ai-modeling,SUM,cacheReadInputTokens,0.000000000000000,0.00000088,
together-ai-modeling-completionTokens,together-ai-modeling,SUM,completionTokens,0.000000000000000,0.00000088,
together-ai-modeling-promptTokens,together-ai-modeling,SUM,promptTokens,0.000000000000000,0.00000088,
vapi-audio-recording,vapi-audio-recording,SUM,billable_value,0.000000000000000,0.0000000166667,
vapi-vapi-transport,vapi-vapi-transport,SUM,billable_value,0.000000000000000,0.0000000166667,
vapi-video-recording,vapi-video-recording,SUM,billable_value,0.000000000000000,0.0000000666667,
xai-modeling-cacheCreationInputTokens,xai-modeling,SUM,cacheCreationInputTokens,0.000000000000000,0.000002,
xai-modeling-cachedPromptTokens,xai-modeling,SUM,cachedPromptTokens,0.000000000000000,0.000002,
xai-modeling-cacheReadInputTokens,xai-modeling,SUM,cacheReadInputTokens,0.000000000000000,0.000002,
xai-modeling-completionTokens,xai-modeling,SUM,completionTokens,0.000000000000000,0.00001,
xai-modeling-promptTokens,xai-modeling,SUM,promptTokens,0.000000000000000,0.000002,
Vapi Platform Fee,,,,0,,
openai-knowledge-base-gpt-4o-realtime-preview-2024-10-01-completionTokens,openai-knowledge-base-gpt-4o-realtime-preview-2024-10-01,SUM,completionTokens,0.000200000000000,,0.000188000000000
openai-modeling-completion-gpt-4o-realtime-preview-2024-10-01-completionTokens,openai-modeling-completion-gpt-4o-realtime-preview-2024-10-01,SUM,completionTokens,0.000200000000000,,0.000188000000000
openai-modeling-completion-gpt-4-realtime-preview-2024-10-01-completionTokens,openai-modeling-completion-gpt-4-realtime-preview-2024-10-01,SUM,completionTokens,0.000200000000000,,0.000188000000000
openai-modeling-gpt-4o-realtime-preview-2024-10-01-completionTokens,openai-modeling-gpt-4o-realtime-preview-2024-10-01,SUM,completionTokens,0.000200000000000,,0.000188000000000
openai-modeling-gpt-4-realtime-preview-2024-10-01-completionTokens,openai-modeling-gpt-4-realtime-preview-2024-10-01,SUM,completionTokens,0.000200000000000,,0.000188000000000
openai-voicemail-detection-gpt-4o-realtime-preview-2024-10-01-completionTokens,openai-voicemail-detection-gpt-4o-realtime-preview-2024-10-01,SUM,completionTokens,0.000200000000000,,0.000188000000000
openai-voicemail-detection-gpt-4-realtime-preview-2024-10-01-completionTokens,openai-voicemail-detection-gpt-4-realtime-preview-2024-10-01,SUM,completionTokens,0.000200000000000,,0.000188000000000
openai-knowledge-base-gpt-4o-realtime-preview-2024-10-01-promptTokens,openai-knowledge-base-gpt-4o-realtime-preview-2024-10-01,SUM,promptTokens,0.000100000000000,,0.000094000000000
openai-modeling-completion-gpt-4o-realtime-preview-2024-10-01-promptTokens,openai-modeling-completion-gpt-4o-realtime-preview-2024-10-01,SUM,promptTokens,0.000100000000000,,0.000094000000000
openai-modeling-completion-gpt-4-realtime-preview-2024-10-01-promptTokens,openai-modeling-completion-gpt-4-realtime-preview-2024-10-01,SUM,promptTokens,0.000100000000000,,0.000094000000000
openai-modeling-gpt-4o-realtime-preview-2024-10-01-promptTokens,openai-modeling-gpt-4o-realtime-preview-2024-10-01,SUM,promptTokens,0.000100000000000,,0.000094000000000
openai-modeling-gpt-4-realtime-preview-2024-10-01-promptTokens,openai-modeling-gpt-4-realtime-preview-2024-10-01,SUM,promptTokens,0.000100000000000,,0.000094000000000
openai-voicemail-detection-gpt-4o-realtime-preview-2024-10-01-promptTokens,openai-voicemail-detection-gpt-4o-realtime-preview-2024-10-01,SUM,promptTokens,0.000100000000000,,0.000094000000000
openai-voicemail-detection-gpt-4-realtime-preview-2024-10-01-promptTokens,openai-voicemail-detection-gpt-4-realtime-preview-2024-10-01,SUM,promptTokens,0.000100000000000,,0.000094000000000
playht-synthesizer,playht-synthesizer,SUM,billable_value,0.000090000000000,,
playht-synthesizer-play3.0-mini,playht-synthesizer-play3.0-mini,SUM,billable_value,0.000090000000000,,
playht-synthesizer-playht2.0-turbo,playht-synthesizer-playht2.0-turbo,SUM,billable_value,0.000090000000000,,
openai-knowledge-base-gpt-4o-realtime-completionTokens,openai-knowledge-base-gpt-4o-realtime,SUM,completionTokens,0.000080000000000,,0.000075200000000
openai-knowledge-base-gpt-4o-realtime-preview-2024-12-17-completionTokens,openai-knowledge-base-gpt-4o-realtime-preview-2024-12-17,SUM,completionTokens,0.000080000000000,,0.000075200000000
openai-knowledge-base-gpt-4o-realtime-preview-completionTokens,openai-knowledge-base-gpt-4o-realtime-preview,SUM,completionTokens,0.000080000000000,,0.000075200000000
openai-modeling-completion-gpt-4o-realtime-completionTokens,openai-modeling-completion-gpt-4o-realtime,SUM,completionTokens,0.000080000000000,,0.000075200000000
openai-modeling-completion-gpt-4o-realtime-preview-2024-12-17-completionTokens,openai-modeling-completion-gpt-4o-realtime-preview-2024-12-17,SUM,completionTokens,0.000080000000000,,0.000075200000000
openai-modeling-completion-gpt-4o-realtime-preview-completionTokens,openai-modeling-completion-gpt-4o-realtime-preview,SUM,completionTokens,0.000080000000000,,0.000075200000000
openai-modeling-completion-gpt-4-realtime-preview-2024-12-17-completionTokens,openai-modeling-completion-gpt-4-realtime-preview-2024-12-17,SUM,completionTokens,0.000080000000000,,0.000075200000000
openai-modeling-gpt-4o-realtime-completionTokens,openai-modeling-gpt-4o-realtime,SUM,completionTokens,0.000080000000000,,0.000075200000000
openai-modeling-gpt-4o-realtime-preview-2024-12-17-completionTokens,openai-modeling-gpt-4o-realtime-preview-2024-12-17,SUM,completionTokens,0.000080000000000,,0.000075200000000
openai-modeling-gpt-4o-realtime-preview-completionTokens,openai-modeling-gpt-4o-realtime-preview,SUM,completionTokens,0.000080000000000,,0.000075200000000
openai-modeling-gpt-4-realtime-preview-2024-12-17-completionTokens,openai-modeling-gpt-4-realtime-preview-2024-12-17,SUM,completionTokens,0.000080000000000,,0.000075200000000
openai-voicemail-detection-gpt-4o-realtime-completionTokens,openai-voicemail-detection-gpt-4o-realtime,SUM,completionTokens,0.000080000000000,,0.000075200000000
openai-voicemail-detection-gpt-4o-realtime-preview-2024-12-17-completionTokens,openai-voicemail-detection-gpt-4o-realtime-preview-2024-12-17,SUM,completionTokens,0.000080000000000,,0.000075200000000
openai-voicemail-detection-gpt-4o-realtime-preview-completionTokens,openai-voicemail-detection-gpt-4o-realtime-preview,SUM,completionTokens,0.000080000000000,,0.000075200000000
openai-voicemail-detection-gpt-4-realtime-preview-2024-12-17-completionTokens,openai-voicemail-detection-gpt-4-realtime-preview-2024-12-17,SUM,completionTokens,0.000080000000000,,0.000075200000000
anthropic-knowledge-base-claude-3-opus-20240229-completionTokens,anthropic-knowledge-base-claude-3-opus-20240229,SUM,completionTokens,0.000075000000000,,0.000068625000000
anthropic-knowledge-base-claude-opus-4-20250514-completionTokens,anthropic-knowledge-base-claude-opus-4-20250514,SUM,completionTokens,0.000075000000000,,0.000068625000000
anthropic-modeling-claude-3-opus-20240229-completionTokens,anthropic-modeling-claude-3-opus-20240229,SUM,completionTokens,0.000075000000000,,0.000068625000000
anthropic-modeling-claude-opus-4-20250514-completionTokens,anthropic-modeling-claude-opus-4-20250514,SUM,completionTokens,0.000075000000000,,0.000068625000000
anthropic-modeling-completion-claude-3-opus-20240229-completionTokens,anthropic-modeling-completion-claude-3-opus-20240229,SUM,completionTokens,0.000075000000000,,0.000068625000000
anthropic-modeling-completion-claude-opus-4-20250514-completionTokens,anthropic-modeling-completion-claude-opus-4-20250514,SUM,completionTokens,0.000075000000000,,0.000068625000000
